1451,65903811,57946,2019-03-22 15:23:42,2019-03-22 15:24:35,Ĺšwidnicka / Piłsudskiego (Hotel Scandic),Ĺšwidnicka / Piłsudskiego (Hotel Scandic)
1452,65903733,57557,2019-03-22 15:22:59,2019-03-22 15:26:02,Ĺšwidnicka / Piłsudskiego (Hotel Scandic),Ĺšwidnicka / Piłsudskiego (Hotel Scandic)
1453,65903743,57554,2019-03-22 15:23:06,2019-03-22 15:26:19,Ĺšwidnicka / Piłsudskiego (Hotel Scandic),Ĺšwidnicka / Piłsudskiego (Hotel Scandic)
1454,65904041,57946,2019-03-22 15:25:53,2019-03-22 15:35:50,Ĺšwidnicka / Piłsudskiego (Hotel Scandic),Plac Uniwersytecki (UWr)
1455,65904115,57087,2019-03-22 15:26:35,2019-03-22 15:35:53,Ĺšwidnicka / Piłsudskiego (Hotel Scandic),Plac Uniwersytecki (UWr)
1456,65904183,57990,2019-03-22 15:27:17,2019-03-22 15:36:41,Ĺšwidnicka / Piłsudskiego (Hotel Scandic),Poza stacją…
1457,65905341,57990,2019-03-22 15:38:37,2019-03-22 15:39:22,Poza stacją…,Plac Uniwersytecki (UWr)
1458,65906276,57398,2019-03-22 15:48:15,2019-03-22 15:49:13,Plac Uniwersytecki (UWr),Plac Uniwersytecki (UWr)
1459,65906620,58022,2019-03-22 15:51:31,2019-03-22 15:53:23,Plac Uniwersytecki (UWr),Poza stacją…
1460,65905771,57370,2019-03-22 15:43:06,2019-03-22 15:54:29,GrabiszyĹ„ska / Aleja Hallera,Pereca / GrabiszyĹ„ska
1461,65906919,58022,2019-03-22 15:54:28,2019-03-22 15:55:42,Poza stacją…,Poza stacją…
1462,65907085,57398,2019-03-22 15:56:08,2019-03-22 16:03:45,Plac Uniwersytecki (UWr),Plac Uniwersytecki (UWr)
1463,65907894,57990,2019-03-22 16:03:24,2019-03-22 16:03:53,Plac Uniwersytecki (UWr),Poza stacją…
1464,65904147,57557,2019-03-22 15:26:53,2019-03-22 16:19:06,Ĺšwidnicka / Piłsudskiego (Hotel Scandic),Plac Uniwersytecki (UWr)
1465,65904146,57554,2019-03-22 15:26:52,2019-03-22 16:19:17,Ĺšwidnicka / Piłsudskiego (Hotel Scandic),Plac Uniwersytecki (UWr)
1466,65904052,57683,2019-03-22 15:25:59,2019-03-22 16:19:36,Ĺšwidnicka / Piłsudskiego (Hotel Scandic),Plac Uniwersytecki (UWr)
1467,65909918,57946,2019-03-22 16:20:29,2019-03-22 16:21:36,Plac Uniwersytecki (UWr),Plac Uniwersytecki (UWr)
1468,65911311,57946,2019-03-22 16:33:18,2019-03-22 16:46:51,Plac Uniwersytecki (UWr),Ĺšwidnicka / Piłsudskiego (Hotel Scandic)
1469,65911176,57557,2019-03-22 16:32:02,2019-03-22 16:46:52,Plac Uniwersytecki (UWr),Ĺšwidnicka / Piłsudskiego (Hotel Scandic)
1470,65911213,57554,2019-03-22 16:32:22,2019-03-22 16:46:52,Plac Uniwersytecki (UWr),Ĺšwidnicka / Piłsudskiego (Hotel Scandic)
1471,65911128,57087,2019-03-22 16:31:39,2019-03-22 16:46:55,Plac Uniwersytecki (UWr),Ĺšwidnicka / Piłsudskiego (Hotel Scandic)
1472,65887594,57339,2019-03-22 11:36:22,2019-03-22 17:26:21,Dworzec Głółwny ,Poza stacją…
1473,65924161,57585,2019-03-22 18:35:20,2019-03-22 18:48:35,Strzegomska / EstoĹ„ska,Strzegomska / EstoĹ„ska
1474,65939109,57212,2019-03-22 23:49:04,2019-03-22 23:56:39,Szczą™śliwa (Sky Tower),Dworzec Głółwny 
1475,65939214,57437,2019-03-22 23:53:11,2019-03-23 00:02:31,Sienkiewicza / WyszyĹ„skiego,Poza stacją…
1476,65939394,57265,2019-03-23 00:00:07,2019-03-23 00:06:39,Dyrekcyjna / Borowska (Wroclavia),Dyrekcyjna / Borowska (Wroclavia)
1477,65939666,57765,2019-03-23 00:10:01,2019-03-23 00:27:26,Drobnera / Dubois,Drobnera / Dubois
1478,65939674,57761,2019-03-23 00:10:18,2019-03-23 00:27:30,Drobnera / Dubois,Drobnera / Dubois
1479,65939670,57770,2019-03-23 00:10:09,2019-03-23 00:27:31,Drobnera / Dubois,Drobnera / Dubois
1480,65940031,57810,2019-03-23 00:23:20,2019-03-23 00:27:54,Dworzec Głółwny ,Kościuszki / Pułaskiego
1481,65939430,57501,2019-03-23 00:02:00,2019-03-23 00:27:55,Drobnera / Plac Bema,Pereca / GrabiszyĹ„ska
1482,65940142,57309,2019-03-23 00:27:43,2019-03-23 00:33:11,GrabiszyĹ„ska / Magazynierska (Corte Verona),GrabiszyĹ„ska / Stalowa
1483,65939941,57772,2019-03-23 00:20:05,2019-03-23 00:40:36,Rynek,Ĺšwieradowska (Ferio GajÂ )
1484,65940537,57501,2019-03-23 00:44:29,2019-03-23 00:45:03,Pereca / GrabiszyĹ„ska,Pereca / GrabiszyĹ„ska
1485,65940547,57751,2019-03-23 00:44:51,2019-03-23 00:47:07,Legnicka / Młodych Technikółw,Plac Strzegomski / PoznaĹ„ska
1486,65940372,57386,2019-03-23 00:37:51,2019-03-23 00:50:11,Kościuszki / Komuny Paryskiej / Zgodna,Wita Stwosza / Szewska
1487,65940471,57208,2019-03-23 00:41:34,2019-03-23 00:52:06,Plac Jana Pawła II (Akademia Muzyczna),Zachodnia / PoznaĹ„ska
1488,65940042,57331,2019-03-23 00:23:52,2019-03-23 00:53:34,Nowowiejska / Gółrnickiego,Legnicka (Park Magnolia)
1489,65940618,57025,2019-03-23 00:47:24,2019-03-23 01:08:36,PowstaĹ„cow Ĺšlą…skich / Aleja Hallera,PowstaĹ„cow Ĺšlą…skich / Aleja Hallera
1490,65941167,57929,2019-03-23 01:14:28,2019-03-23 01:14:40,Aleja Hallera / Mielecka,Aleja Hallera / Mielecka
1491,65941156,57299,2019-03-23 01:14:11,2019-03-23 01:20:42,Aleja Hallera / Mielecka,"Grochowa / Jemiołowa,"
1492,65941173,57925,2019-03-23 01:14:56,2019-03-23 01:20:45,Aleja Hallera / Mielecka,"Grochowa / Jemiołowa,"
