1,57332,01.03.2016 00:00,01.03.2016 00:02,Zaporoska - Gajowicka,Zaporoska - Gajowicka
2,57275,01.03.2016 00:04,01.03.2016 00:06,Hala Targowa,Hala Targowa
3,57364,01.03.2016 00:13,01.03.2016 00:37,Mickiewicza - pętla tramwajowa,Mickiewicza - pętla tramwajowa
4,57352,01.03.2016 00:56,01.03.2016 01:05,Zaporoska - Gajowicka,Zaporoska - Gajowicka
5,57309,01.03.2016 00:33,01.03.2016 01:06,Olszewskiego - Spółdzielcza,Olszewskiego - Spółdzielcza
